student_id,course_id,instructor_id,feedback_score,textual_review,attendance_rate,assignment_submission_rate,quiz_avg_score,exam_avg_score,lms_logins_past_month,avg_session_duration_minutes,forum_participation_count,video_completion_rate,instructor_response_time,risk_level
S2352,CSE101,I006,1.8,"Too many assignments, difficult to manage.",57,61,57,25,12,54,1,47,18,High
S2353,CSE101,I015,2.7,"Too many assignments, difficult to manage.",69,94,51,22,30,57,18,89,26,High
S2354,MAT204,I009,1.9,"Average experience, nothing special.",65,76,36,33,24,38,2,51,65,High
S2355,MAT204,I014,1.0,"Average experience, nothing special.",70,78,44,85,38,36,1,30,49,High
S2356,ECE301,I018,4.7,"Average experience, nothing special.",94,73,40,94,9,57,1,61,36,Low
S2357,CSE202,I017,4.4,"Slides were unclear, needs more clarity.",75,72,53,86,23,33,6,42,38,Low
S2358,PHY110,I018,4.0,"Average experience, nothing special.",72,83,96,50,0,13,3,49,56,Medium
S2359,PHY110,I005,1.7,Great teaching style and support from instructor.,67,81,59,52,24,6,16,28,18,High
S2360,PHY110,I020,1.5,Good explanations with real-life examples.,80,79,99,20,27,43,5,78,29,High
S2361,ECE301,I020,1.3,Good explanations with real-life examples.,91,72,95,63,35,11,6,47,2,High
S2362,MAT204,I009,3.9,"Too many assignments, difficult to manage.",61,51,90,34,17,50,19,98,54,High
S2363,ECE301,I011,4.7,Good explanations with real-life examples.,50,41,70,56,5,9,5,52,56,High
S2364,PHY110,I001,2.7,The lecture was clear but pace was fast.,91,98,80,46,1,12,8,66,62,Medium
S2365,CSE202,I018,1.5,"Too many assignments, difficult to manage.",58,67,73,67,2,36,19,41,14,High
S2366,CSE101,I006,3.0,Good explanations with real-life examples.,52,49,42,46,45,59,3,48,48,High
S2367,MAT204,I002,2.4,The lecture was clear but pace was fast.,100,61,41,31,7,58,4,53,65,High
S2368,MAT204,I015,2.5,"Slides were unclear, needs more clarity.",75,56,38,86,30,22,18,61,33,Medium
S2369,ECE301,I014,3.5,Good explanations with real-life examples.,58,65,77,49,47,42,9,71,29,High
S2370,MAT204,I005,3.9,The lecture was clear but pace was fast.,91,42,78,85,18,50,17,66,54,Low
S2371,PHY110,I006,1.4,Very interactive and engaging class.,100,46,82,26,49,22,14,93,32,High
S2372,PHY110,I006,1.1,Great teaching style and support from instructor.,65,83,85,53,5,53,0,70,9,High
S2373,ECE301,I018,5.0,Very interactive and engaging class.,73,47,69,51,13,45,4,64,26,Medium
S2374,PHY110,I014,1.9,The lecture was clear but pace was fast.,99,59,53,58,2,49,4,94,34,High
S2375,CSE202,I010,1.2,"Too many assignments, difficult to manage.",63,51,62,62,47,20,7,53,69,High
S2376,ECE301,I014,1.8,"Average experience, nothing special.",52,74,52,62,0,25,19,40,8,High
S2377,CSE202,I013,1.2,"Average experience, nothing special.",83,56,83,97,43,14,14,32,67,High
S2378,CSE101,I003,2.6,"Average experience, nothing special.",82,67,82,22,29,46,16,73,47,High
S2379,CSE202,I006,4.2,"Too many assignments, difficult to manage.",99,80,78,65,45,8,18,44,6,Low
S2380,CSE101,I008,2.4,Good explanations with real-life examples.,73,49,78,51,18,48,12,40,18,High
S2381,CSE101,I012,2.8,"Average experience, nothing special.",58,61,89,62,18,12,9,20,53,High
S2382,CSE202,I013,3.7,Very interactive and engaging class.,62,77,94,100,8,51,16,77,13,Medium
S2383,ECE301,I011,3.0,"Too many assignments, difficult to manage.",51,96,61,22,6,57,4,88,63,High
S2384,PHY110,I012,4.4,"Too many assignments, difficult to manage.",56,72,50,93,45,59,17,90,36,High
S2385,PHY110,I001,4.5,"Average experience, nothing special.",97,61,47,82,36,23,16,32,63,Low
S2386,CSE101,I017,1.0,Very interactive and engaging class.,70,83,89,59,49,51,3,71,22,High
S2387,CSE101,I016,4.1,"Slides were unclear, needs more clarity.",68,76,42,37,40,44,6,42,67,High
S2388,ECE301,I011,2.8,"Too many assignments, difficult to manage.",74,52,53,86,6,44,4,40,54,Medium
S2389,MAT204,I013,5.0,"Average experience, nothing special.",96,66,59,81,8,55,7,25,22,Low
S2390,CSE202,I018,2.9,Great teaching style and support from instructor.,71,54,31,29,3,13,7,39,16,High
S2391,CSE101,I011,4.9,The lecture was clear but pace was fast.,60,61,54,71,24,34,10,95,24,Medium
S2392,PHY110,I012,4.0,Good explanations with real-life examples.,82,69,79,92,48,21,8,59,32,Low
S2393,ECE301,I006,2.0,"Too many assignments, difficult to manage.",81,82,43,65,11,44,18,28,55,High
S2394,CSE202,I009,3.2,Great teaching style and support from instructor.,70,79,35,74,5,48,18,69,56,Medium
S2395,ECE301,I016,5.0,Great teaching style and support from instructor.,88,76,59,65,17,19,8,47,27,Low
S2396,CSE202,I004,4.4,"Too many assignments, difficult to manage.",69,73,59,94,39,8,19,30,54,Medium
S2397,CSE202,I003,1.4,"Slides were unclear, needs more clarity.",57,83,67,79,20,10,16,94,67,High
S2398,CSE101,I016,3.8,The lecture was clear but pace was fast.,91,99,87,45,14,20,15,75,40,Medium
S2399,ECE301,I012,2.4,Good explanations with real-life examples.,86,73,70,46,2,30,6,98,8,High
S2400,ECE301,I011,1.0,"Too many assignments, difficult to manage.",58,97,86,57,1,41,2,54,40,High
S2401,PHY110,I005,2.6,Good explanations with real-life examples.,74,87,65,41,40,27,18,100,33,Medium
S2402,PHY110,I018,1.9,Very interactive and engaging class.,74,92,93,45,39,17,7,44,27,High
S2403,CSE101,I019,4.3,Great teaching style and support from instructor.,82,74,45,88,3,51,4,38,30,Low
S2404,CSE101,I006,2.3,Great teaching style and support from instructor.,51,81,43,54,31,21,5,50,26,High
S2405,MAT204,I018,4.3,"Too many assignments, difficult to manage.",68,58,60,85,1,58,1,100,57,Medium
S2406,PHY110,I006,1.0,"Too many assignments, difficult to manage.",95,47,95,92,45,31,18,69,32,High
S2407,CSE202,I004,2.2,Very interactive and engaging class.,69,78,97,70,28,56,12,82,67,High
S2408,ECE301,I012,2.0,"Slides were unclear, needs more clarity.",91,72,94,37,1,26,5,66,3,High
S2409,CSE101,I019,1.9,"Too many assignments, difficult to manage.",90,83,84,62,33,41,5,20,48,High
S2410,ECE301,I002,1.3,Great teaching style and support from instructor.,91,100,69,31,26,23,1,77,30,High
S2411,ECE301,I017,1.7,Good explanations with real-life examples.,78,67,54,22,38,43,4,29,50,High
S2412,MAT204,I011,3.2,The lecture was clear but pace was fast.,55,76,54,26,43,39,10,27,33,High
S2413,PHY110,I011,2.2,"Average experience, nothing special.",66,87,32,25,37,17,10,45,31,High
S2414,CSE101,I016,2.7,Good explanations with real-life examples.,74,64,98,64,17,18,13,53,16,Medium
S2415,ECE301,I002,2.5,"Slides were unclear, needs more clarity.",87,75,55,58,35,52,12,38,63,Medium
S2416,CSE101,I002,4.5,The lecture was clear but pace was fast.,53,56,69,70,18,35,7,97,18,High
S2417,CSE202,I008,4.6,Good explanations with real-life examples.,79,63,67,28,26,49,14,91,23,High
S2418,MAT204,I013,3.0,Good explanations with real-life examples.,69,60,67,42,44,6,11,20,31,Medium
S2419,CSE202,I010,2.3,Very interactive and engaging class.,52,41,97,31,19,50,2,67,17,High
S2420,CSE101,I008,1.4,"Average experience, nothing special.",72,70,36,81,20,56,4,44,53,High
S2421,CSE101,I004,4.8,"Slides were unclear, needs more clarity.",100,83,59,92,22,43,5,43,9,Low
S2422,PHY110,I015,1.2,Great teaching style and support from instructor.,67,72,48,96,29,41,1,66,65,High
S2423,ECE301,I001,2.2,Very interactive and engaging class.,75,69,64,59,24,18,7,88,40,High
S2424,ECE301,I011,2.2,The lecture was clear but pace was fast.,85,51,62,73,30,13,4,86,32,High
S2425,CSE202,I007,2.3,"Average experience, nothing special.",57,83,62,100,26,14,16,51,13,High
S2426,MAT204,I017,1.7,Great teaching style and support from instructor.,66,51,67,26,33,11,1,36,34,High
S2427,ECE301,I020,4.1,Very interactive and engaging class.,80,90,39,36,7,32,10,80,59,High
S2428,PHY110,I018,1.5,"Average experience, nothing special.",86,96,86,69,18,50,3,88,13,High
S2429,CSE202,I012,3.5,"Slides were unclear, needs more clarity.",94,88,57,43,40,29,10,30,26,Medium
S2430,CSE202,I009,1.5,"Too many assignments, difficult to manage.",82,91,67,21,25,50,8,57,39,High
S2431,PHY110,I005,1.3,"Too many assignments, difficult to manage.",76,63,45,52,27,32,5,87,49,High
S2432,MAT204,I010,4.6,The lecture was clear but pace was fast.,94,63,50,40,3,6,1,38,56,Medium
S2433,PHY110,I004,1.8,"Too many assignments, difficult to manage.",53,97,35,93,30,21,14,36,4,High
S2434,MAT204,I005,4.3,Very interactive and engaging class.,71,99,70,72,15,56,4,32,70,Medium
S2435,PHY110,I010,3.2,The lecture was clear but pace was fast.,75,50,44,65,9,8,11,20,36,Medium
S2436,PHY110,I011,1.3,Great teaching style and support from instructor.,81,52,32,64,37,17,12,21,52,High
S2437,CSE101,I010,4.8,"Slides were unclear, needs more clarity.",73,66,72,28,47,22,16,85,28,High
S2438,CSE202,I008,2.0,The lecture was clear but pace was fast.,95,47,76,25,9,7,3,87,38,High
S2439,PHY110,I002,4.4,Great teaching style and support from instructor.,84,49,43,70,44,55,9,35,17,Low
S2440,PHY110,I008,1.7,The lecture was clear but pace was fast.,86,47,95,54,8,41,0,23,26,High
S2441,ECE301,I016,4.4,Good explanations with real-life examples.,81,59,58,72,38,37,10,76,34,Low
S2442,CSE202,I005,1.1,Good explanations with real-life examples.,56,47,33,38,35,45,15,92,63,High
S2443,ECE301,I003,3.0,The lecture was clear but pace was fast.,82,48,55,88,35,28,10,42,18,Medium
S2444,CSE202,I012,4.1,"Average experience, nothing special.",80,46,41,44,18,12,8,21,44,Medium
S2445,ECE301,I013,4.7,"Too many assignments, difficult to manage.",61,53,31,30,18,39,1,86,31,High
S2446,PHY110,I013,4.6,Good explanations with real-life examples.,60,67,46,93,11,6,6,45,42,Medium
S2447,PHY110,I010,4.3,"Average experience, nothing special.",73,41,64,36,12,37,18,26,5,High
S2448,CSE101,I004,4.6,"Average experience, nothing special.",57,96,39,55,24,16,17,63,67,High
S2449,ECE301,I009,1.8,"Slides were unclear, needs more clarity.",81,82,72,40,35,26,19,52,61,High
S2450,MAT204,I002,2.1,Great teaching style and support from instructor.,87,47,50,37,24,17,6,83,10,High
S2451,CSE101,I019,2.2,Very interactive and engaging class.,71,52,44,79,27,14,8,55,32,High
S2452,ECE301,I001,2.5,Good explanations with real-life examples.,83,60,64,37,41,21,11,23,70,High
S2453,ECE301,I007,2.6,The lecture was clear but pace was fast.,68,86,89,20,38,47,2,42,25,High
S2454,CSE101,I017,3.2,"Too many assignments, difficult to manage.",69,67,73,33,29,9,15,44,25,High
S2455,PHY110,I003,1.6,Very interactive and engaging class.,63,74,34,27,4,13,6,93,46,High
S2456,ECE301,I020,3.8,Great teaching style and support from instructor.,82,62,47,85,16,17,4,46,38,Low
S2457,PHY110,I020,1.7,"Average experience, nothing special.",59,85,50,70,17,56,6,70,59,High
S2458,CSE101,I003,2.2,Great teaching style and support from instructor.,65,54,80,98,42,27,18,98,24,High
S2459,PHY110,I003,3.0,Good explanations with real-life examples.,53,41,70,79,46,34,16,100,36,High
S2460,CSE202,I017,4.2,Great teaching style and support from instructor.,76,100,53,53,20,47,15,88,64,Medium
S2461,MAT204,I007,4.0,Great teaching style and support from instructor.,77,90,53,55,21,59,18,99,7,Medium
S2462,ECE301,I014,3.6,"Too many assignments, difficult to manage.",92,51,67,81,38,8,17,42,7,Low
S2463,MAT204,I017,1.6,"Average experience, nothing special.",65,96,73,20,49,25,18,28,31,High
S2464,PHY110,I018,3.2,"Too many assignments, difficult to manage.",82,91,86,61,5,47,3,52,2,Medium
S2465,ECE301,I013,1.3,"Too many assignments, difficult to manage.",97,75,88,20,49,13,0,54,64,High
S2466,PHY110,I020,2.5,The lecture was clear but pace was fast.,68,42,63,73,15,11,3,69,9,Medium
S2467,CSE202,I020,2.7,Great teaching style and support from instructor.,70,44,52,66,1,20,3,43,29,Medium
S2468,CSE101,I018,1.2,Great teaching style and support from instructor.,71,42,72,58,0,27,8,43,34,High
S2469,ECE301,I004,2.1,Great teaching style and support from instructor.,58,96,69,49,29,27,7,38,54,High
S2470,CSE202,I001,4.8,"Slides were unclear, needs more clarity.",58,86,76,26,42,35,1,58,39,High
S2471,CSE202,I018,4.8,"Too many assignments, difficult to manage.",58,58,70,41,36,9,5,80,53,High
S2472,ECE301,I001,2.4,Very interactive and engaging class.,76,41,76,69,47,10,10,44,12,High
S2473,PHY110,I013,1.2,Good explanations with real-life examples.,66,83,49,64,22,55,3,44,3,High
S2474,CSE202,I020,1.7,"Average experience, nothing special.",93,76,94,93,0,5,13,46,54,High
S2475,MAT204,I020,2.6,Very interactive and engaging class.,94,93,97,91,18,52,8,51,69,Medium
S2476,CSE202,I010,4.8,"Average experience, nothing special.",57,56,53,29,45,32,1,30,8,High
S2477,PHY110,I011,1.6,The lecture was clear but pace was fast.,65,53,65,33,2,22,0,88,68,High
S2478,PHY110,I009,4.1,The lecture was clear but pace was fast.,67,67,74,65,1,28,3,52,10,Medium
S2479,MAT204,I009,1.4,"Average experience, nothing special.",82,66,31,94,36,17,11,38,64,High
S2480,CSE202,I005,4.9,Great teaching style and support from instructor.,50,93,57,25,16,37,4,35,12,High
S2481,PHY110,I001,2.5,Very interactive and engaging class.,61,49,55,40,27,14,8,30,38,Medium
S2482,ECE301,I017,4.1,Great teaching style and support from instructor.,55,42,52,81,17,11,3,94,15,High
S2483,CSE101,I002,2.4,"Slides were unclear, needs more clarity.",90,75,65,38,32,41,15,93,20,High
S2484,CSE101,I013,3.5,The lecture was clear but pace was fast.,54,77,35,81,14,36,1,88,9,High
S2485,CSE101,I009,1.8,The lecture was clear but pace was fast.,65,95,64,72,21,49,15,74,8,High
S2486,CSE202,I004,1.6,Very interactive and engaging class.,67,64,67,43,40,26,15,44,60,High
S2487,MAT204,I005,4.8,The lecture was clear but pace was fast.,98,61,64,75,26,20,10,96,64,Low
S2488,PHY110,I011,4.7,"Slides were unclear, needs more clarity.",67,87,82,81,36,28,0,53,8,Medium
S2489,ECE301,I019,4.5,"Slides were unclear, needs more clarity.",50,78,67,53,31,56,14,31,56,High
S2490,ECE301,I003,3.5,"Slides were unclear, needs more clarity.",68,86,88,41,44,58,3,40,4,Medium
S2491,CSE202,I012,4.2,Good explanations with real-life examples.,57,69,72,87,18,18,17,48,68,High
S2492,CSE101,I019,1.3,"Slides were unclear, needs more clarity.",52,60,33,76,27,15,16,70,19,High
S2493,CSE202,I019,2.3,"Slides were unclear, needs more clarity.",74,69,34,29,27,23,6,42,46,High
S2494,MAT204,I013,2.3,Good explanations with real-life examples.,54,67,97,85,9,27,17,52,37,High
S2495,MAT204,I007,3.5,Great teaching style and support from instructor.,89,70,74,27,19,38,12,27,17,High
S2496,PHY110,I015,2.4,"Too many assignments, difficult to manage.",68,96,54,57,24,44,19,61,30,High
S2497,PHY110,I007,1.6,The lecture was clear but pace was fast.,67,91,40,81,20,17,19,96,60,High
S2498,MAT204,I008,3.4,"Slides were unclear, needs more clarity.",99,65,58,47,13,43,9,88,19,Medium
S2499,MAT204,I005,4.3,The lecture was clear but pace was fast.,80,82,63,29,21,48,0,60,50,High
S2500,MAT204,I014,2.5,Very interactive and engaging class.,82,61,43,64,25,32,1,93,47,Medium
S2501,CSE202,I004,1.5,The lecture was clear but pace was fast.,96,60,53,84,43,44,16,82,30,High
S2502,MAT204,I010,1.8,"Average experience, nothing special.",67,40,88,86,10,20,2,33,71,High
S2503,ECE301,I020,1.9,Great teaching style and support from instructor.,88,76,68,28,6,54,16,81,51,High
S2504,CSE101,I015,2.2,Good explanations with real-life examples.,65,52,55,24,16,55,11,94,56,High
S2505,MAT204,I018,3.6,The lecture was clear but pace was fast.,65,60,72,29,17,32,11,65,28,High
S2506,CSE101,I020,3.4,The lecture was clear but pace was fast.,96,85,65,31,6,8,19,86,8,High
S2507,CSE202,I013,3.8,The lecture was clear but pace was fast.,87,48,68,77,19,32,9,72,42,Low
S2508,CSE101,I008,2.5,"Too many assignments, difficult to manage.",90,56,90,40,37,16,6,71,12,Medium
S2509,CSE202,I009,4.3,"Too many assignments, difficult to manage.",56,86,45,40,10,20,9,26,6,High
S2510,ECE301,I016,1.8,Very interactive and engaging class.,63,60,88,84,43,57,17,100,67,High
S2511,CSE202,I019,2.9,Good explanations with real-life examples.,92,70,35,22,15,58,5,73,57,High
S2512,CSE202,I016,4.2,The lecture was clear but pace was fast.,97,78,85,88,26,53,6,30,13,Low
S2513,PHY110,I007,1.7,The lecture was clear but pace was fast.,74,98,37,83,10,40,16,44,43,High
S2514,MAT204,I014,1.4,The lecture was clear but pace was fast.,81,93,56,68,15,24,11,78,11,High
S2515,MAT204,I014,4.5,The lecture was clear but pace was fast.,87,61,100,91,22,30,16,85,29,Low
S2516,ECE301,I004,2.4,"Too many assignments, difficult to manage.",71,51,56,36,11,30,17,46,8,High
S2517,ECE301,I015,3.7,Great teaching style and support from instructor.,65,94,75,92,39,26,13,77,15,Medium
S2518,MAT204,I003,1.1,Great teaching style and support from instructor.,78,45,70,51,2,13,10,30,70,High
S2519,PHY110,I005,3.8,Very interactive and engaging class.,65,92,54,89,1,9,1,74,62,Medium
S2520,MAT204,I001,2.3,"Average experience, nothing special.",61,55,47,40,37,21,0,38,52,High
S2521,PHY110,I003,1.2,"Slides were unclear, needs more clarity.",66,65,41,26,47,53,10,58,43,High
S2522,ECE301,I015,3.4,Good explanations with real-life examples.,86,44,80,26,23,38,1,89,9,High
S2523,CSE101,I008,2.0,Great teaching style and support from instructor.,76,48,68,46,28,6,15,30,51,High
S2524,ECE301,I004,2.5,"Average experience, nothing special.",74,85,39,27,46,57,2,33,2,High
S2525,ECE301,I002,1.3,The lecture was clear but pace was fast.,62,79,83,92,45,59,19,79,70,High
S2526,CSE202,I010,1.6,Great teaching style and support from instructor.,57,53,58,47,33,11,0,55,12,High
S2527,CSE202,I004,2.2,Very interactive and engaging class.,54,83,70,98,19,40,19,60,49,High
S2528,CSE202,I003,1.4,"Slides were unclear, needs more clarity.",61,81,38,85,17,17,7,21,11,High
S2529,CSE202,I002,4.6,Great teaching style and support from instructor.,90,69,92,90,13,24,18,76,16,Low
S2530,PHY110,I017,1.0,Very interactive and engaging class.,52,91,66,66,17,34,0,79,48,High
S2531,MAT204,I020,2.9,"Too many assignments, difficult to manage.",84,91,43,29,1,34,4,39,26,High
S2532,CSE101,I013,1.5,"Slides were unclear, needs more clarity.",82,65,68,52,0,15,0,41,7,High
S2533,ECE301,I005,2.2,Very interactive and engaging class.,71,92,69,26,19,35,10,23,12,High
S2534,PHY110,I009,4.7,"Average experience, nothing special.",99,84,83,22,33,7,8,75,18,High
S2535,CSE101,I006,1.6,Great teaching style and support from instructor.,93,68,32,33,40,6,4,77,16,High
S2536,PHY110,I005,4.9,"Too many assignments, difficult to manage.",58,58,84,63,40,52,1,84,17,High
S2537,PHY110,I010,1.8,"Average experience, nothing special.",90,86,62,65,47,7,12,77,57,High
S2538,ECE301,I008,4.0,Very interactive and engaging class.,67,47,100,80,10,19,17,49,67,Medium
S2539,MAT204,I007,3.2,Very interactive and engaging class.,99,62,48,55,26,21,11,95,37,Medium
S2540,CSE202,I007,4.5,"Average experience, nothing special.",78,92,63,32,22,52,13,38,39,High
S2541,MAT204,I006,3.2,Great teaching style and support from instructor.,88,81,79,35,37,56,4,81,4,High
S2542,ECE301,I020,3.1,"Slides were unclear, needs more clarity.",76,74,76,99,43,11,9,87,19,Medium
S2543,ECE301,I003,1.8,"Too many assignments, difficult to manage.",85,70,75,24,2,52,19,98,55,High
S2544,ECE301,I019,1.7,The lecture was clear but pace was fast.,94,92,85,57,11,9,1,63,18,High
S2545,CSE101,I015,4.7,Good explanations with real-life examples.,66,74,86,69,29,38,3,80,14,Medium
